51303297237,ecg,187,97
51303303738,ged,252,76
51303322659,fad,267,40
51303346556,aeg,265,225
51303378486,bga,43,207
51303386975,gfd,176,59
51303390812,gdb,182,194
51303393473,fef,119,216
51303413387,bae,55,28
51303448897,dcf,54,36
51303460927,daf,103,248
51303483526,cbg,61,32
51303498388,bge,45,29
51303499061,edd,27,102
51303505352,aef,32,90
51303525520,gfc,42,210
51303543467,gec,156,74
51303546493,ggg,162,5
51303567106,ggd,229,11
51303606348,gag,230,32
51303616147,efg,231,219
51303672390,dbd,202,257
51303674763,dfd,185,141
51303676592,gbg,285,102
51303702378,fab,19,90
51303745982,efc,214,332
51303791957,cgb,24,288
51303793189,gbg,24,82
51303795069,fbe,59,121
51303848530,dfb,160,164
51303853663,adf,287,106
51303860412,bdd,63,108
51303880059,fbe,88,106
51303897130,cgd,105,72
51303901515,dgc,293,42
51303908754,afb,119,30
51303956743,bgf,121,278
51303963476,ddg,63,222
51304021668,deg,105,235
51304042214,ada,154,192
51304061420,bgb,208,273
51304162143,aff,127,76
51304223200,add,182,71
51304260801,gfa,175,61
51304277094,bcd,29,86
51304281326,ddd,208,55
51304291878,bde,54,190
51304306230,bac,17,105
51304345117,aaf,77,6
51304387043,fge,2,13
51304406298,faa,128,43
51304415181,cfc,22,295
51304445427,eda,105,282
51304461496,cbd,10,136
51304467710,dfd,56,117
51304487239,fag,88,104
51304500357,bed,179,56
51304502566,fgf,103,121
51304504838,fcg,274,210
51304509431,cdc,146,56
51304535629,bff,107,9
51304548646,ddf,281,136
51304570456,adc,161,97
51304583074,fbg,42,223
51304590280,gbf,202,305
51304603748,acd,74,5
51304623214,caa,144,229
51304626350,cec,169,177
51304639218,bgd,244,90
51304705177,aga,46,293
51304715081,bgg,90,92
51304756469,ffe,123,204
51304763402,fgb,133,122
51304765630,eeg,257,51
51304782534,fcd,159,246
51304806586,ggd,59,9
51304849397,cef,191,97
51304875738,cfg,177,296
51304876075,eag,53,146
51304879465,age,126,85
51305021719,bda,130,222
51305063471,gdb,292,192
51305068374,bbb,265,32
51305076165,bab,36,216
51305080071,gbc,234,76
51305100243,fcd,246,290
51305116593,ffc,119,242
51305187705,bee,75,280
51305189259,ecg,179,80
51305204998,fcf,274,199
51305214274,ddd,167,50
51305214729,dcb,176,285
51305214784,eec,134,108
51305235721,faf,222,173
51305240126,dfb,179,137
51305241962,gab,124,141
51305260575,fae,285,12
51305266882,gef,255,240
51305277291,fcd,218,272
51305298532,cdf,298,14
51305328563,gba,214,232
51305331688,aee,53,244
51305336586,dga,134,209
51305375082,dga,201,215
51305376618,fbf,123,77
51305452703,gfe,86,247
51305459999,fdf,81,129
51305463101,ccb,154,167
51305471162,fda,6,146
51305480396,feb,58,77
51305480956,acd,162,5
51305498119,afa,230,52
51305500365,bae,80,22
51305503699,aae,124,81
51305558169,ebb,8,251
51305562301,dfd,173,94
51305568191,egb,156,251
51305600763,eaf,106,305
51305619390,aac,260,173
51305621132,ecg,26,76
51305644748,ffg,239,246
51305680330,ccf,178,210
51305682690,agg,261,147
51305683141,dbg,11,216
51305697612,gbc,220,73
51305698259,efe,146,234
51305699180,ggg,214,5
51305719961,egf,66,248
51305726421,fdb,193,214
51305743545,ceg,118,77
51305746560,efg,87,199
51305748375,dbb,200,261
51305750093,cbb,95,175
51305754807,afe,18,176
51305822115,geg,23,44
51305834393,egd,216,144
51305835142,ddb,261,289
51305851580,ggd,227,9
51305864280,geb,243,96
51305866396,ecb,22,10
51305897299,cba,1,63
51305953356,bad,46,43
51305960890,fcc,76,19
51306029955,gdg,19,269
51306036899,fce,35,116
51306044721,fdd,170,282
51306067384,gdd,230,102
51306086221,bac,199,108
51306137337,fca,108,103
51306147140,baf,88,58
51306223053,abf,32,254
51306238786,gda,76,265
51306252358,fbc,44,44
51306293375,gfg,276,239
51306294031,cad,80,42
51306296329,abf,184,238
51306297410,bge,31,29
51306302121,cda,204,59
51306302624,fcb,189,31
51306312570,cgg,225,97
51306321716,fcc,296,22
51306323410,gfd,34,61
51306327983,fed,36,118
51306383525,adg,112,210
51306385047,bgd,15,92
51306396074,bbc,270,84
51306398052,cfg,102,260
51306412204,gdg,177,255
51306432093,eba,136,123
51306438795,ebg,212,34
51306441596,ffd,178,252
51306442736,afg,228,189
51306450263,cfe,188,232
51306463867,gdb,278,224
51306466485,dad,78,30
51306466852,dda,77,102
51306467073,bdc,144,102
51306482414,agd,284,94
51306488461,ffe,262,224
51306499074,abf,15,264
51306526838,cde,117,112
51306563769,aae,160,85
51306570690,cbf,96,63
51306586575,cdc,26,53
51306665827,daf,217,215
51306666040,eea,193,138
51306678677,gac,142,181
51306684687,bfa,289,68
51306699138,bbf,182,206
51306709694,fbg,157,198
51306715251,fdb,234,171
51306717355,bbe,161,214
51306721061,bgd,261,99
51306724118,dac,130,236
51306747054,dce,217,26
51306752456,aad,276,11
51306759932,abb,43,57
51306792029,aef,26,107
51306793825,fca,244,94
51306806786,bgf,126,269
51306808731,dab,153,18
51306814628,bef,143,227
51306835133,bec,74,82
51306878893,bfd,117,209
51306897680,aec,186,248
51306902320,afc,185,260
51306916812,cab,161,161
51306916849,cee,195,88
51306928948,dfa,216,256
51306931520,ede,217,110
51306971675,ccc,72,171
51306981638,dfe,58,80
51306986568,gee,239,161
51306997348,bfg,299,100
51307047058,bge,139,26
51307068510,eff,296,291
51307100316,ceg,154,67
51307110739,fad,213,45
51307114682,fbb,295,115
51307118992,fba,155,57
51307158681,cfe,214,266
51307161360,fbg,130,229
51307162641,bba,273,73
51307168467,aaa,250,297
51307174721,gfc,170,222
51307194539,fcc,189,22
51307216008,aeb,289,242
51307224332,cag,48,35
51307243831,bba,250,71
51307267472,caa,280,187
51307277236,abc,139,189
51307304456,aeg,116,254
51307310196,bgg,115,84
51307311397,gdb,226,246
51307348971,eea,226,147
51307354348,fbf,107,65
51307355855,ded,140,219
51307381847,cgc,215,228
51307383108,bdf,282,121
51307388913,agf,216,102
51307393797,dag,23,126
51307411207,cec,251,189
51307422183,fff,128,76
51307431808,egb,205,220
51307478033,bdg,212,108
51307479394,feb,54,73
51307481211,gbe,8,173
51307521436,fde,181,136
51307530368,bea,109,112
51307534826,cfa,290,211
51307554496,fcg,21,247
51307568181,faa,160,50
51307571338,fee,256,24
51307592464,baa,260,135
51307626095,cff,296,119
51307628726,gbd,234,74
51307631498,ada,69,213
51307635959,efc,273,348
51307654193,bdb,70,232
51307658862,bgd,60,115
51307691620,fbd,258,33
51307705442,efd,130,116
51307706408,cgd,173,76
51307710281,bfb,299,116
51307710423,deb,266,53
51307744134,dbc,223,245
51307761211,fcf,244,167
51307771225,cge,256,35
51307805771,gdc,267,41
51307808457,cfb,204,84
51307810155,aeb,53,205
51307815801,ccb,6,161
51307881552,bac,214,117
51307889916,gcg,92,148
51307903296,gbe,110,193
51307906783,gfa,93,69
51307907740,dca,43,224
51307913463,bbd,34,192
51307917593,fad,46,37
51307918444,cde,73,109
51307922309,ggf,183,89
51307926520,ccc,27,194
51307935132,bca,139,21
51307944533,gcb,7,178
51307946673,bcb,58,48
51307946701,bac,170,132
51307961147,ecb,237,11
51307977888,cae,136,173
51307987765,eef,213,176
51307987897,gaa,238,236
51307992032,gcd,21,274
51308013855,add,92,62
51308016611,gde,117,83
51308031319,dae,245,250
51308031670,ffc,274,215
51308038701,gbg,93,92
51308039519,cdg,51,180
51308045098,ebf,222,85
51308056002,ede,40,95
51308077130,fad,10,35
51308085652,cac,218,167
51308099820,bcg,22,238
51308122795,eaf,75,353
51308145718,afb,267,32
51308159855,add,206,71
51308161808,ecd,147,130
51308176575,agc,44,280
51308217846,fbe,164,97
51308226468,aea,152,175
51308228089,gcb,256,170
51308246470,ged,251,72
51308255178,beg,238,179
51308270231,ecf,177,123
51308278586,eea,39,171
51308284857,gcf,182,132
51308300224,caf,153,207
51308303866,bde,143,184
51308316062,dab,102,15
51308352736,dgf,15,179
51308359807,ega,164,100
51308366676,dde,83,36
51308367310,ffc,145,247
51308369985,fdg,39,12
51308386532,dbe,169,288
51308396860,dec,178,225
51308427220,dcg,272,78
51308436201,eae,48,51
51308451074,ggc,167,241
51308462472,afe,276,172
51308465691,ceb,135,278
51308490097,cda,32,62
51308494065,gae,217,7
51308495727,eac,236,198
51308497348,bce,64,17
51308540602,fdf,86,130
51308545168,acg,284,251
51308546974,dbc,178,262
51308549481,ebe,201,137
51308555894,bbd,88,163
51308574229,cea,274,168
51308583116,eee,220,252
51308583671,fga,182,170
51308600288,gce,66,228
51308611621,dge,71,73
51308654259,ffa,248,88
51308657413,ece,275,118
51308678752,egg,60,273
51308696963,dfc,186,94
51308737213,fgd,151,42
51308752216,efa,22,179
51308752463,cbc,145,218
51308762227,fce,125,100
51308775108,gff,111,143
51308781297,edf,246,290
51308795121,afd,42,68
51308797623,gbb,99,221
51308801470,efa,97,171
51308810154,bfc,113,67
51308811663,dda,286,94
51308817956,ecc,129,333
51308821102,cbe,1,192
51308825387,cea,62,178
51308835901,gbd,91,71
51308844013,dgd,286,298
51308850191,gee,169,141
51308850956,edd,61,88
51308864952,bbb,112,37
51308867048,dgd,30,303
51308881210,dba,55,181
51308896995,fce,265,96
51308905231,dff,73,236
51308913231,ccd,56,161
51308919124,bgg,199,89
51308923776,cae,78,159
51308940104,fea,83,90
51308985202,agb,198,262
51308999545,dbf,220,194
51309000936,eed,241,242
51309035808,bde,232,160
51309050959,ebb,125,261
51309064056,efb,125,233
51309070821,aba,45,132
51309071068,ccg,250,150
51309079335,dcb,219,313
51309082438,faf,215,198
51309082614,dee,244,189
51309089430,fge,250,14
51309089598,cde,274,111
51309093363,ceb,64,233
51309104137,gbg,18,90
51309119841,bab,211,239
51309120103,ebe,240,130
51309123527,def,3,154
51309128138,dgg,133,291
51309141134,eca,53,212
51309145710,cca,50,251
51309146963,fba,293,62
51309164234,gea,113,89
51309166258,ade,232,243
51309167893,beb,19,222
51309175300,edc,212,37
51309177091,aag,186,115
51309187586,ege,271,197
51309195103,fdd,106,290
51309208017,aca,282,45
51309215188,ebd,107,20
51309220434,cga,186,265
51309239267,edb,179,235
51309249462,ggb,209,256
51309250732,bff,99,8
51309252393,dea,289,30
51309258275,dbb,254,307
51309267044,bdf,235,102
51309279714,bfe,132,123
51309294483,bgc,193,21
51309295146,cdd,101,194
51309299451,dcc,152,200
51309326727,gag,94,29
51309333167,gef,283,235
51309352845,fdg,241,13
51309357437,aef,237,110
51309360184,ffb,241,282
51309375215,abg,72,146
51309405388,feg,164,140
51309459229,acg,26,243
51309471930,bgg,65,94
51309473366,dgb,173,316
51309479688,acc,131,67
51309481007,fcb,15,29
51309485393,cae,247,179
51309486391,aag,120,110
51309490481,cgf,187,194
51309505990,edg,17,264
51309508535,egd,288,139
51309520911,fbb,30,103
51309523121,bfa,181,61
51309539453,eeb,71,239
51309542500,adb,51,98
51309543728,bcf,189,98
51309548987,aaf,14,6
51309561515,eab,106,130
51309561546,cce,161,59
51309564904,aad,50,12
51309568373,ebc,75,11
51309609395,daa,159,99
51309619266,cdb,145,310
51309621779,dfb,294,147
51309623072,cbc,202,252
51309676583,egd,56,147
51309689326,gad,212,165
51309700112,aab,298,244
51309709677,eaa,84,137
51309761596,beg,210,187
51309771202,bdb,23,236
51309788688,fdc,89,107
51309792619,eag,186,170
51309797483,gdf,21,90
51309806740,abe,61,52
51309820499,dfg,152,127
51309824559,efb,265,207
51309835502,bbg,177,119
51309860916,aeb,251,166
51309865819,cfd,276,126
51309879060,gge,28,149
51309884259,bge,165,30
51309887341,abf,82,277
51309889087,gga,27,86
51309895645,egc,92,198
51309935683,bgb,291,289
51309935749,abd,35,127
51309939423,afe,23,144
51309942018,bag,272,109
51309958694,fgc,211,65
51309983481,cbb,239,182
51309989009,fdf,249,107
51309989441,efa,115,169
51309995888,ada,258,198
51310046345,gcb,194,198
51310047995,aba,201,116
51310056345,caf,66,207
51310091897,faa,279,51
51310094656,fff,113,68
51310111848,dda,114,76
51310126657,dbb,69,313
51310143073,aed,35,28
51310149192,cbf,175,56
51310149506,cef,43,107
51310157949,feg,96,128
51310164991,ccb,195,164
51310166030,gfc,254,208
51310181266,acd,105,5
51310191902,cde,144,128
51310278120,cff,46,96
51310307213,dbd,195,249
51310309305,cbd,151,116
51310329641,dfg,233,101
51310332629,ead,203,122
51310346594,baf,270,52
51310348784,ggb,208,291
51310348873,gaf,99,127
51310387342,fgg,24,54
51310387544,bag,84,93
51310397355,gfb,296,224
51310412419,fbf,221,76
51310422638,bbf,258,245
51310437119,dcd,150,292
51310460204,dac,25,188
51310487756,bec,242,72
51310488489,ceb,289,235
51310496646,cfc,4,241
51310516629,ced,150,270
51310581907,ffg,55,275
51310582924,bfg,217,113
51310612698,faf,38,170
51310633607,eab,70,131
51310666146,acb,20,137
51310676423,egf,60,235
51310682092,gbb,153,198
51310697696,aeb,125,175
51310754587,ebb,165,271
51310777370,cgb,126,293
51310783716,gcb,274,192
51310792478,gdg,293,206
51310818803,edb,241,225
51310839204,fad,99,38
51310849163,fdf,131,98
51310849653,eca,30,178
51310913742,gba,253,192
51310937301,gec,22,65
51310960320,edd,122,96
51310964802,edf,72,301
51310970786,cef,207,86
51310980446,bcf,91,85
51310981107,ace,215,60
51310987198,cgg,34,92
51310995514,dcb,29,372
51311035234,cee,30,73
51311040418,cce,211,60
51311043608,ecf,235,138
51311081730,bgc,131,18
51311083152,aag,52,114
51311097801,feg,259,113
51311155650,fdb,71,153
51311182689,fbf,145,83
51311196950,aea,167,194
51311202392,ddc,221,82
51311206497,baa,211,130
51311208506,egc,93,221
51311214616,gbb,1,192
51311229943,cga,225,310
51311246914,fgb,41,102
51311265235,aaf,146,6
51311283746,agg,24,132
51311288168,fac,175,185
51311297330,gab,233,119
51311298633,dfb,89,127
51311366433,fgc,294,71
51311386430,dfa,201,238
51311389586,ffd,97,257
51311417260,gca,99,243
51311431914,bcc,54,47
51311450820,dbb,223,338
51311453981,fab,88,72
51311475561,dfd,105,80
51311485458,afb,130,35
51311499781,dff,1,271
51311499818,bac,58,106
51311504071,fgc,214,73
51311508603,dcg,248,92
51311526939,ggd,131,8
51311531803,eba,208,114
51311541874,cba,10,69
51311579704,ccb,143,175
51311634556,ede,152,84
51311637822,acf,67,94
51311705691,abe,190,56
51311714448,efe,250,205
51311716046,abg,48,166
51311720995,fec,154,216
51311731130,bad,85,41
51311732250,adf,77,117
51311740998,ebc,145,12
51311759810,def,73,183
51311792390,bcc,272,54
51311792978,bfa,102,59
51311793733,fgd,26,37
51311797368,fea,280,88
51311827193,eae,81,59
51311834875,bbe,91,233
51311840382,geg,265,35
51311846845,dcd,152,268
51311916961,gbe,30,196
51311923431,aba,2,102
51311929597,efb,73,235
51311938709,fee,201,26
51311945864,abg,226,184
51311969794,fbb,23,92
51311979107,cfd,8,137
51311984270,fbf,234,76
51311986149,fge,231,14
51311991923,cgb,165,278
51312015145,dfd,40,91
51312022556,aef,193,127
51312035705,fgf,108,139
51312087803,bff,2,9
51312102271,gbg,263,88
51312112746,dae,205,277
51312134058,dfb,281,144
51312161851,cbc,54,277
51312173533,aae,244,70
51312196727,ffd,36,257
51312201529,fbb,140,95
51312253736,fbc,182,47
51312263057,bdg,147,102
51312268113,dad,272,27
51312299971,fef,142,248
51312307421,fcd,159,280
51312311338,ddf,278,157
51312328150,agd,284,101
51312348722,afc,120,244
51312365160,aff,76,88
51312373033,cef,190,87
51312400360,dab,210,15
51312408839,dfg,283,102
51312431175,bfd,221,188
51312486039,bad,293,33
51312506002,bbc,120,94
51312514059,cbg,101,33
51312519024,gbe,10,186
51312540948,gcg,189,148
51312551362,egb,196,231
51312553185,dce,18,29
51312583496,dga,69,230
51312652324,bce,210,15
51312654197,bda,146,230
51312684906,bcd,269,101
51312686835,fcc,53,20
51312714506,acb,33,131
51312718778,bga,124,233
51312720426,dca,266,259
51312794199,efe,34,172
51312796909,gcc,162,72
51312815771,ebg,247,37
51312817136,cef,256,92
51312818445,eab,165,125
51312820408,fcf,120,178
51312850517,ced,204,259
51312880465,bec,19,84
51312884957,fag,234,120
51312888845,dcf,149,36
51312893700,eac,88,184
51312911316,ddg,221,241
51312915779,gfc,282,197
51312919698,agg,62,106
51312942092,fdc,167,112
51312964916,bdc,162,88
51312976968,egd,148,135
51312984872,bdd,273,116
51313002160,bcf,132,95
51313010503,gce,260,198
51313010652,adf,128,134
51313017735,ffe,140,241
51313035618,ebd,237,18
51313036928,fbd,141,36
51313047219,fee,263,25
51313064011,aef,134,134
51313089548,cda,32,60
51313093480,acd,8,5
51313095346,eaf,56,335
51313118648,abc,145,189
51313127519,dbg,25,200
51313138760,ffg,46,258
51313156389,bgg,58,101
51313157889,eeb,239,231
51313160700,aee,36,204
51313167913,aca,139,48
51313184168,fca,57,97
51313185327,dae,92,232
51313192811,gbc,264,85
51313233486,ade,96,279
51313248956,ggd,100,9
51313269454,gee,33,166
51313293916,fdd,162,255
51313301129,cgd,251,84
51313302685,efc,292,341
51313307734,gaf,60,119
51313314051,gcc,171,78
51313314674,abd,174,115
51313325309,add,240,68
51313336820,bed,167,45
51313349969,ddd,276,53
51313435628,aag,199,95
51313435992,cdc,288,45
51313436420,adc,264,78
51313438396,eef,272,165
51313472076,gfe,104,286
51313476639,ccd,121,135
51313478816,beg,210,216
51313493997,agf,279,113
51313521730,ged,254,76
51313595850,dcf,62,42
51313617964,fbg,117,206
51313621645,fed,289,95
51313623441,fba,215,65
51313667559,ace,172,57
51313687983,age,97,73
51313699935,ddg,162,236
51313722293,eeb,40,210
51313730453,cad,32,39
51313732814,ceb,162,260
51313733715,cdf,161,15
51313733873,dde,133,32
51313759256,eeg,261,47
51313791696,cac,160,138
51313809412,deg,133,267
51313828792,fga,270,137
51313829514,adg,264,199
51313852886,dgc,65,38
51313862385,eab,262,146
51313863753,cdb,108,310
51313867123,acc,150,69
51313875309,cab,7,173
51313877647,ebb,229,292
51313882813,abb,6,63
51313910065,aac,198,174
51313913723,bcg,62,199
51313918336,bcd,59,92
51313921639,cfe,16,242
51313931227,bff,211,10
51313936199,agg,61,110
51313958785,fce,113,97
51313960880,ffg,20,229
51313965360,dge,192,64
51313975330,gfa,47,64
51313993082,cec,208,171
51314002200,bbc,238,105
51314008113,dgc,190,36
51314009836,aeg,174,302
51314051263,bef,261,208
51314058341,bfc,280,75
51314058568,eae,255,53
51314060852,cfg,158,252
51314065204,gac,5,206
51314067546,ddb,100,289
51314090401,eda,104,313
51314105371,aga,36,298
51314124026,bae,180,24
51314133305,edb,144,211
51314133924,eec,2,91
51314144743,gef,166,235
51314150673,ccc,56,209
51314151844,efg,151,161
51314160891,gaa,53,200
51314179180,fae,173,9
51314203637,ffc,30,227
51314206598,bfe,77,104
51314212965,cdd,53,157
51314217765,afa,238,42
51314238258,gdg,251,232
51314272965,cbe,235,168
51314276057,gdd,171,117
51314293525,ggg,58,5
51314304217,deb,111,48
51314319910,gbf,77,259
51314333742,ffa,183,100
51314391542,dfe,249,68
51314398835,daf,200,217
51314408181,ege,81,198
51314414018,acg,240,260
51314427902,fdd,43,288
51314431214,eae,4,58
51314457916,gce,81,227
51314483044,ccf,297,235
51314489530,eee,206,244
51314490704,ddg,57,202
51314492937,gcd,82,241
51314502474,afe,17,167
51314508319,eba,70,128
51314510973,dff,4,260
51314522871,bfd,201,180
51314533974,faa,129,46
51314584573,aab,120,239
51314585935,fab,139,68
51314597861,caa,264,149
51314613134,cec,202,140
51314613488,dcc,170,190
51314616899,bac,265,85
51314618179,ffb,204,250
51314627793,bgc,221,18
51314628582,bbb,293,43
51314676029,dgb,244,376
51314676103,ffb,222,282
51314727388,ecg,228,69
51314739712,cbb,125,161
51314753731,feg,258,119
51314807092,gae,51,7
51314827309,dea,5,30
51314831524,ega,98,109
51314835206,feb,164,66
51314844035,cga,203,248
51314851953,dbe,189,270
51314852744,fcc,83,20
51314870291,fcg,270,244
51314878822,abe,12,66
51314886983,eda,8,350
51314900413,afc,36,207
51314945796,bee,234,229
51314951948,cga,153,223
51314956303,eag,150,144
51315012535,ceg,71,61
51315016020,cab,15,166
51315063297,fee,54,23
51315064408,cce,207,53
51315071534,gdb,209,258
51315098093,edf,35,297
51315111046,gda,206,233
51315126996,bca,224,22
51315147383,ebb,168,259
51315157772,dge,137,67
51315176280,egd,183,118
51315178265,gab,85,141
51315190702,eca,108,142
51315196825,ebf,292,90
51315210286,dcf,249,44
51315210525,fda,63,137
51315215720,dgf,192,171
51315222763,bbb,27,46
51315228975,efd,44,113
51315250866,eda,282,374
51315273636,ebg,28,31
51315278100,bcc,1,47
51315288120,ead,211,112
51315342619,fca,208,90
51315360032,efa,200,153
51315370230,aad,207,13
51315398238,fad,97,34
51315421731,cgc,183,243
51315442686,eba,187,142
51315453664,eda,242,344
51315467191,fca,15,96
51315470681,fff,231,77
51315476367,cfa,252,234
51315480788,gbb,75,209
51315513714,afg,154,160
51315517594,aaa,43,258
51315519587,cgc,219,247
51315550491,egc,175,176
51315578830,ffg,94,217
51315605655,cgf,66,230
51315626460,bbd,49,149
51315642114,fga,21,113
51315647967,bcb,56,39
51315664561,ccf,252,206
51315673545,fac,100,179
51315704058,egb,246,265
51315721482,agf,158,126
51315721987,geb,128,78
51315763038,bab,20,246
51315766811,dgc,270,36
51315769329,dac,44,174
51315785241,bfa,42,66
51315803950,dde,217,27
51315810734,bbd,232,135
51315810914,cba,148,70
51315840699,bbb,217,40
51315891798,eba,212,119
51315891991,add,190,66
51315899618,daa,98,102
51315909625,ecd,130,127
51315930856,aad,210,14
51315965577,fdf,156,100
51315978073,acb,97,128
51316008998,ggb,28,299
51316030112,gfg,161,191
51316064340,fdf,234,89
51316078830,gfd,10,63
51316088391,gbd,136,68
51316121593,abf,35,277
51316135962,ccg,257,163
51316147846,bad,104,34
51316158003,cdd,56,160
51316164954,ggd,70,8
51316188338,cdf,288,16
51316191452,cag,259,34
51316225090,afe,74,185
51316233128,ccb,199,168
51316234272,beb,206,261
51316238187,aec,251,292
51316242690,dbb,245,314
51316247441,cae,16,186
51316248223,bdf,214,121
51316257770,dba,37,208
51316262425,bea,242,125
51316284598,bdb,162,195
51316340534,bgf,32,306
51316363432,cfb,294,72
51316365105,dfc,167,77
51316388934,fdg,166,14
51316389985,aad,201,13
51316393492,ede,146,97
51316394932,ebd,142,18
51316449699,aef,195,138
51316452006,cdg,101,163
51316481007,ggf,185,100
51316485362,gge,178,157
51316494782,cca,229,278
51316496036,bgd,139,136
51316499553,bfb,138,103
51316513075,egf,84,223
51316513625,fbd,82,29
51316555150,aee,59,171
51316567352,bbf,149,215
51316569957,bfb,165,116
51316578171,ceb,149,210
51316579838,ded,276,243
51316591986,ega,207,88
51316595631,eff,183,250
51316600244,fbe,254,94
51316605767,aae,5,58
51316608928,bbe,16,191
51316622606,ada,146,192
51316625714,bba,233,65
51316638955,dfg,262,99
51316642981,dbc,134,267
51316644116,eef,68,188
51316644509,gfc,235,173
51316664944,bbb,280,34
51316669912,aff,171,70
51316687307,feb,279,77
51316692634,agc,276,229
51316705534,bbd,56,141
51316711608,gbc,151,75
51316714805,ecb,60,11
51316731268,caf,207,225
51316840164,afd,104,72
51316847406,fec,179,198
51316857337,dab,75,14
51316863528,dec,183,222
51316895410,dga,255,188
51316906090,dag,134,136
51316916233,ffg,75,193
51316923964,cff,130,77
51316924978,bcf,259,86
51316936915,beg,11,239
51316943621,adb,252,82
51316967573,gea,286,102
51316968642,bbd,287,133
51316971746,ecc,234,372
51317010652,gba,272,161
51317011367,eea,23,167
51317035080,eed,258,280
51317056214,fdf,277,89
51317074227,gdc,9,41
51317077411,edg,292,234
51317103015,efe,183,163
51317122633,deg,50,304
51317131505,ddd,277,57
51317147073,faa,278,50
51317147899,fde,70,142
51317155560,gde,257,86
51317167210,dag,231,142
51317178225,eca,217,154
51317180989,dbc,257,226
51317182326,ggc,221,202
51317195581,bff,72,11
51317214692,cbg,206,34
51317236891,eba,95,124
51317241994,bdg,29,98
51317258721,agb,249,220
51317299548,ddg,91,220
51317303182,gdg,240,190
51317311392,dcc,146,174
51317338771,cac,209,157
51317338836,gcf,162,137
51317367127,ffe,13,209
51317368870,fde,187,126
51317372356,efa,99,131
51317398548,bbc,147,111
51317419476,bfe,286,116
51317423771,ccg,294,190
51317440131,bge,29,24
51317444615,acf,222,103
51317451152,beg,44,274
51317452151,bdc,159,95
51317452337,ecf,82,158
51317483484,dac,170,147
